Previous_Sem_Mark,Attendance,Arrears_Count,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Media_Usage,Stress_Level,Internet_Access,Hostel_or_DayScholar,Travel_Time_Minutes,Part_Time_Job,Next_Sem_Mark,Result
32,71,4,7.9,6.2,High,Low,Limited,Hosteller,10,Yes,13,Fail
34,74,7,4.7,8.4,Medium,Low,Limited,DayScholar,48,No,9,Fail
41,62,4,9.3,4.2,Medium,High,Limited,DayScholar,20,Yes,20,Fail
41,51,0,7.6,3.3,Medium,Low,Limited,Hosteller,97,Yes,22,Fail
34,67,1,2.9,9.0,High,Low,Limited,DayScholar,24,No,19,Fail
40,87,7,6.4,8.7,High,Medium,Limited,DayScholar,94,No,21,Fail
34,98,9,8.1,5.2,Low,Medium,Limited,Hosteller,5,No,29,Fail
50,94,1,4.0,7.2,High,Medium,Unlimited,DayScholar,24,No,25,Fail
46,98,8,6.4,7.7,Low,Medium,Limited,DayScholar,20,Yes,27,Fail
44,52,4,7.2,6.7,Low,Medium,Unlimited,DayScholar,71,No,20,Fail
36,82,0,4.2,9.6,Low,Low,Limited,Hosteller,37,No,33,Fail
52,93,10,2.9,8.5,Low,Medium,Unlimited,Hosteller,51,No,27,Fail
31,51,9,9.3,7.1,Medium,Low,Unlimited,Hosteller,59,No,10,Fail
31,87,7,4.2,8.0,High,Medium,Limited,DayScholar,54,No,14,Fail
36,56,7,7.7,7.8,Medium,Medium,Limited,Hosteller,31,Yes,11,Fail
35,89,8,5.6,7.0,Medium,Low,Limited,Hosteller,47,Yes,11,Fail
32,84,2,5.4,8.2,High,Low,Limited,DayScholar,33,No,23,Fail
49,95,1,9.6,8.4,High,Low,Unlimited,DayScholar,74,Yes,29,Fail
38,91,1,8.2,7.4,High,High,Limited,DayScholar,34,Yes,14,Fail
42,97,5,5.7,9.8,High,Low,Limited,Hosteller,9,Yes,18,Fail
45,90,5,2.9,8.9,High,Low,Unlimited,Hosteller,18,No,25,Fail
39,65,0,9.7,9.9,Low,Medium,Limited,DayScholar,110,No,29,Fail
52,66,8,4.3,6.4,Low,Low,Limited,Hosteller,26,No,27,Fail
58,82,5,6.8,6.5,Medium,Medium,Limited,Hosteller,109,No,34,Fail
53,68,1,7.4,5.5,Medium,Medium,Limited,Hosteller,46,No,34,Fail
40,81,8,5.7,8.1,Low,Medium,Limited,DayScholar,105,No,30,Fail
42,92,0,3.4,4.5,Low,High,Limited,DayScholar,80,Yes,27,Fail
36,57,9,9.4,9.0,Medium,Low,Unlimited,DayScholar,74,No,14,Fail
43,57,7,7.2,4.6,High,Low,Limited,DayScholar,74,No,20,Fail
33,76,2,2.7,5.7,Medium,Medium,Unlimited,DayScholar,74,No,9,Fail
35,87,5,3.5,3.6,Low,Medium,Unlimited,Hosteller,56,No,11,Fail
33,93,9,8.9,5.4,Low,Low,Limited,DayScholar,24,No,28,Fail
34,99,1,9.9,6.9,High,High,Limited,Hosteller,63,No,20,Fail
47,98,6,3.6,6.2,Low,High,Limited,DayScholar,52,Yes,25,Fail
40,89,3,1.5,4.1,Medium,Low,Limited,Hosteller,105,No,17,Fail
33,70,4,4.6,8.4,Low,Medium,Limited,DayScholar,83,Yes,11,Fail
45,64,5,10.0,5.7,High,Medium,Limited,Hosteller,31,No,24,Fail
30,59,6,9.3,6.1,Low,High,Unlimited,DayScholar,8,Yes,13,Fail
52,68,1,9.1,5.0,Low,High,Unlimited,DayScholar,75,Yes,29,Fail
42,66,1,8.8,6.5,High,Low,Unlimited,DayScholar,6,Yes,24,Fail
39,68,1,8.1,8.4,Low,Low,Limited,DayScholar,25,Yes,22,Fail
47,79,1,5.3,6.5,Low,Medium,Unlimited,Hosteller,16,Yes,29,Fail
39,85,2,4.4,5.2,High,Low,Limited,Hosteller,34,Yes,16,Fail
49,70,2,9.6,6.6,High,Medium,Limited,Hosteller,50,No,24,Fail
32,72,1,3.0,3.8,Medium,Medium,Unlimited,DayScholar,1,No,15,Fail
36,51,7,8.0,7.4,Medium,Medium,Limited,Hosteller,49,No,13,Fail
44,95,8,6.1,8.4,Medium,Low,Unlimited,DayScholar,59,Yes,21,Fail
45,90,10,7.9,4.1,Low,Medium,Limited,Hosteller,53,Yes,27,Fail
45,100,3,1.6,4.3,Medium,High,Limited,Hosteller,55,No,24,Fail
34,61,0,7.6,9.7,Medium,Medium,Unlimited,Hosteller,63,Yes,17,Fail
30,57,1,6.5,8.1,Low,Medium,Limited,Hosteller,62,Yes,18,Fail
33,90,2,8.9,7.1,High,Low,Limited,Hosteller,64,No,22,Fail
44,100,5,7.0,4.9,High,Low,Unlimited,Hosteller,39,No,19,Fail
42,89,3,7.5,6.6,High,Medium,Unlimited,Hosteller,50,Yes,24,Fail
48,97,6,3.6,8.4,Medium,Low,Unlimited,DayScholar,55,Yes,29,Fail
30,50,4,7.0,5.6,High,Low,Unlimited,DayScholar,65,No,8,Fail
34,95,6,8.5,7.8,Low,High,Limited,DayScholar,57,No,30,Fail
43,91,9,8.9,6.1,High,Medium,Unlimited,DayScholar,1,No,21,Fail
42,83,9,6.0,7.3,Medium,Medium,Unlimited,Hosteller,116,No,19,Fail
41,65,9,7.3,6.3,Low,Low,Unlimited,DayScholar,82,No,16,Fail
36,98,1,5.2,8.0,High,Low,Limited,Hosteller,113,Yes,23,Fail
35,96,4,2.6,6.8,High,Medium,Unlimited,Hosteller,4,Yes,12,Fail
45,75,9,3.6,6.0,Low,Medium,Unlimited,DayScholar,119,No,25,Fail
41,94,1,2.5,7.9,Medium,Medium,Unlimited,DayScholar,22,No,24,Fail
54,94,8,3.9,8.7,Low,Medium,Unlimited,Hosteller,10,Yes,34,Fail
34,83,6,9.9,7.7,High,High,Unlimited,DayScholar,16,No,17,Fail
38,52,6,4.7,5.1,Low,High,Unlimited,DayScholar,34,No,17,Fail
31,80,4,10.0,5.0,Low,Low,Limited,Hosteller,28,Yes,31,Fail
31,78,5,9.9,6.0,Low,Medium,Limited,DayScholar,18,Yes,32,Fail
35,73,0,2.1,3.9,Medium,Medium,Limited,Hosteller,14,No,10,Fail
44,66,5,7.2,5.4,High,Medium,Unlimited,Hosteller,0,No,19,Fail
43,60,9,8.5,3.3,Medium,Low,Limited,Hosteller,32,No,18,Fail
32,98,7,9.8,4.8,Medium,Low,Limited,Hosteller,115,Yes,24,Fail
34,79,6,7.7,6.3,Medium,Medium,Unlimited,Hosteller,67,No,18,Fail
45,55,5,5.2,5.0,Medium,Medium,Unlimited,Hosteller,33,No,25,Fail
52,68,4,6.8,5.7,Medium,Medium,Limited,DayScholar,36,No,28,Fail
33,100,9,7.1,3.2,Medium,Medium,Unlimited,DayScholar,60,Yes,12,Fail
44,85,2,5.4,9.9,High,Low,Unlimited,Hosteller,22,No,20,Fail
52,93,3,2.0,4.8,Low,High,Unlimited,DayScholar,2,No,28,Fail
48,99,1,2.4,7.8,High,Medium,Unlimited,Hosteller,52,No,29,Fail
44,57,0,7.6,4.4,Medium,Medium,Limited,Hosteller,3,Yes,34,Fail
45,70,10,8.6,7.0,Medium,Low,Unlimited,DayScholar,30,No,27,Fail
38,89,7,8.7,4.4,Low,High,Limited,Hosteller,55,No,26,Fail
57,68,7,5.4,7.3,Low,Medium,Limited,DayScholar,32,No,33,Fail
32,93,1,1.5,9.5,Low,Low,Unlimited,Hosteller,106,No,7,Fail
36,51,8,9.0,8.5,Low,Low,Limited,DayScholar,106,Yes,20,Fail
48,67,3,8.9,4.1,Low,High,Limited,Hosteller,50,Yes,26,Fail
39,73,5,8.3,9.3,Medium,Medium,Unlimited,DayScholar,97,No,19,Fail
40,51,5,9.2,6.7,Low,Medium,Unlimited,Hosteller,3,Yes,16,Fail
31,58,1,9.3,7.7,Medium,Medium,Limited,DayScholar,15,Yes,22,Fail
31,91,7,9.2,9.9,High,Medium,Limited,DayScholar,42,No,10,Fail
43,80,1,4.8,6.0,Low,High,Unlimited,DayScholar,69,Yes,24,Fail
58,94,4,5.4,7.6,Low,High,Unlimited,DayScholar,0,No,33,Fail
49,90,4,1.6,8.3,Medium,Low,Limited,DayScholar,26,No,34,Fail
58,73,8,9.4,9.4,Low,Medium,Limited,Hosteller,3,Yes,33,Fail
41,97,1,8.8,8.4,High,Medium,Limited,DayScholar,95,No,28,Fail
35,56,0,9.6,5.1,Medium,Low,Unlimited,DayScholar,0,No,33,Fail
40,89,7,5.8,6.2,Low,Low,Unlimited,Hosteller,8,Yes,24,Fail
48,55,0,8.9,4.9,Medium,High,Unlimited,DayScholar,104,No,25,Fail
43,85,4,9.0,4.2,High,High,Limited,Hosteller,36,Yes,22,Fail
40,82,7,7.6,9.5,Low,Low,Limited,DayScholar,33,Yes,27,Fail
40,75,2,4.6,9.0,High,Low,Unlimited,Hosteller,5,No,27,Fail
57,96,1,4.3,8.4,Medium,High,Unlimited,DayScholar,69,No,34,Fail
32,77,7,7.9,3.5,Medium,Medium,Limited,Hosteller,49,No,23,Fail
36,90,3,6.3,8.2,Medium,Low,Limited,DayScholar,46,Yes,33,Fail
51,78,3,2.3,4.2,Medium,High,Unlimited,Hosteller,8,Yes,26,Fail
32,95,8,4.7,4.6,Low,Low,Unlimited,Hosteller,78,No,22,Fail
55,75,1,6.1,4.8,Medium,High,Limited,DayScholar,85,No,34,Fail
41,55,0,6.6,3.7,Low,High,Unlimited,DayScholar,79,No,21,Fail
32,62,0,3.7,6.1,Medium,Medium,Limited,Hosteller,78,Yes,11,Fail
37,91,1,0.3,8.1,Low,Medium,Limited,Hosteller,22,No,27,Fail
42,81,7,7.5,3.1,Low,Medium,Unlimited,DayScholar,84,No,22,Fail
35,95,1,2.2,3.6,Low,Medium,Limited,DayScholar,85,No,14,Fail
43,67,9,5.5,6.0,Low,Medium,Unlimited,Hosteller,119,No,18,Fail
43,100,8,6.9,6.7,Low,High,Limited,DayScholar,59,Yes,26,Fail
54,72,0,6.4,9.4,Low,Medium,Unlimited,DayScholar,71,No,32,Fail
47,70,0,7.9,4.6,Medium,Low,Unlimited,Hosteller,47,No,26,Fail
46,100,3,8.6,5.6,High,High,Unlimited,Hosteller,0,No,28,Fail
51,100,3,3.9,8.8,Low,Low,Limited,Hosteller,9,No,30,Fail
36,97,5,4.3,7.6,High,Medium,Limited,Hosteller,2,No,17,Fail
37,83,1,0.1,6.5,High,Low,Limited,DayScholar,15,Yes,15,Fail
45,53,0,9.6,8.8,Medium,Medium,Unlimited,DayScholar,82,No,32,Fail
30,85,2,5.1,7.0,Low,Low,Limited,DayScholar,78,Yes,28,Fail
37,52,3,3.7,8.1,Low,Medium,Unlimited,DayScholar,1,Yes,15,Fail
30,79,9,8.7,6.5,Medium,Medium,Unlimited,Hosteller,34,Yes,9,Fail
49,79,1,8.1,8.4,High,High,Limited,Hosteller,56,No,33,Fail
53,62,3,7.6,6.3,Low,Low,Limited,Hosteller,89,No,33,Fail
43,80,0,4.6,4.0,Low,Medium,Limited,Hosteller,21,Yes,32,Fail
38,86,7,9.5,3.0,Low,High,Unlimited,Hosteller,15,Yes,24,Fail
32,69,2,7.2,8.1,Low,Medium,Unlimited,Hosteller,93,Yes,10,Fail
33,65,2,9.7,3.3,High,Medium,Limited,Hosteller,42,No,12,Fail
38,96,4,1.4,7.2,Medium,Medium,Limited,Hosteller,44,Yes,16,Fail
30,98,3,9.3,9.5,Low,High,Unlimited,DayScholar,86,No,15,Fail
55,52,2,7.5,4.1,Low,Medium,Unlimited,DayScholar,70,Yes,30,Fail
30,63,6,9.2,7.4,Medium,Low,Unlimited,Hosteller,51,No,16,Fail
40,92,7,5.3,9.0,High,Medium,Limited,DayScholar,36,Yes,20,Fail
48,58,0,5.6,3.1,Low,Medium,Limited,DayScholar,18,No,29,Fail
31,68,3,5.4,5.5,Medium,High,Unlimited,Hosteller,74,No,9,Fail
34,88,6,8.8,6.1,High,High,Limited,Hosteller,43,Yes,14,Fail
38,97,0,8.6,8.5,Medium,Low,Unlimited,DayScholar,66,Yes,27,Fail
33,76,9,9.6,6.3,High,Medium,Unlimited,Hosteller,83,No,10,Fail
35,95,3,8.3,4.7,Medium,High,Unlimited,Hosteller,28,Yes,12,Fail
49,68,2,4.6,8.0,High,Low,Limited,DayScholar,38,No,24,Fail
49,63,2,6.1,7.5,Low,High,Unlimited,DayScholar,60,Yes,28,Fail
40,88,0,7.4,7.0,High,High,Unlimited,DayScholar,11,No,17,Fail
39,75,9,9.4,9.0,Medium,Medium,Limited,Hosteller,28,No,28,Fail
44,64,1,9.6,8.8,High,Medium,Limited,DayScholar,52,No,20,Fail
38,76,8,4.0,4.5,Medium,Low,Unlimited,Hosteller,56,No,23,Fail
53,94,4,8.5,3.6,Medium,Medium,Limited,DayScholar,32,No,32,Fail
45,76,3,2.5,3.1,Low,High,Limited,DayScholar,11,Yes,24,Fail
38,100,7,7.0,7.0,Low,Low,Unlimited,DayScholar,93,No,26,Fail
46,73,3,3.7,5.4,Low,Low,Unlimited,DayScholar,33,No,24,Fail
31,74,0,9.9,3.4,Low,Medium,Unlimited,Hosteller,1,No,19,Fail
36,65,2,8.6,6.0,High,Low,Limited,Hosteller,46,No,15,Fail
46,80,1,0.8,7.0,Low,Medium,Limited,DayScholar,109,No,23,Fail
41,57,1,6.9,9.0,Low,Low,Limited,Hosteller,55,Yes,25,Fail
42,72,2,7.3,5.3,Medium,Medium,Limited,Hosteller,36,No,24,Fail
32,56,3,9.2,9.7,Medium,Low,Limited,Hosteller,109,Yes,8,Fail
37,81,9,3.9,3.9,Low,Low,Limited,Hosteller,5,No,13,Fail
47,93,0,6.7,9.3,Medium,Medium,Unlimited,Hosteller,66,Yes,24,Fail
31,55,5,7.7,7.7,Medium,Medium,Limited,DayScholar,23,No,13,Fail
31,62,5,7.2,7.9,Medium,Low,Limited,Hosteller,30,No,23,Fail
37,86,9,6.0,9.0,Low,High,Unlimited,DayScholar,89,No,16,Fail
48,68,3,9.5,7.3,High,Medium,Unlimited,DayScholar,20,Yes,24,Fail
46,91,7,8.9,9.7,High,Medium,Unlimited,Hosteller,1,Yes,24,Fail
32,81,2,5.0,6.9,Low,Medium,Unlimited,Hosteller,14,Yes,15,Fail
50,60,0,2.4,8.9,Low,Medium,Limited,DayScholar,19,No,29,Fail
31,92,3,5.0,9.1,Low,Medium,Limited,Hosteller,110,Yes,16,Fail
39,83,0,8.2,7.2,High,Medium,Limited,Hosteller,36,Yes,33,Fail
42,76,1,0.3,9.2,Low,Low,Unlimited,DayScholar,34,No,22,Fail
51,99,4,9.9,8.9,High,Low,Limited,Hosteller,98,Yes,29,Fail
30,80,1,1.3,4.2,Low,High,Unlimited,Hosteller,53,No,18,Fail
42,58,6,9.0,5.9,High,Low,Limited,DayScholar,71,No,19,Fail
36,94,6,2.9,6.5,Medium,Medium,Unlimited,Hosteller,103,Yes,15,Fail
38,70,5,5.4,4.5,Low,Low,Limited,DayScholar,36,Yes,17,Fail
44,73,2,6.6,7.5,Low,Low,Limited,DayScholar,92,Yes,26,Fail
40,76,3,1.8,3.3,Low,Low,Unlimited,Hosteller,23,No,22,Fail
36,75,4,4.2,6.5,Low,Medium,Unlimited,Hosteller,39,Yes,14,Fail
34,84,7,3.8,4.0,High,Low,Unlimited,DayScholar,19,No,14,Fail
31,67,0,4.9,3.9,High,Medium,Limited,DayScholar,24,No,9,Fail
58,85,3,2.0,4.9,Low,Medium,Limited,DayScholar,100,Yes,34,Fail
42,59,2,9.6,3.5,High,Low,Limited,DayScholar,75,No,23,Fail
41,92,0,5.5,8.4,Medium,Medium,Unlimited,Hosteller,78,No,29,Fail
53,97,0,0.4,8.0,Low,Low,Unlimited,DayScholar,9,No,33,Fail
46,92,0,8.7,8.8,High,Medium,Limited,Hosteller,79,Yes,28,Fail
31,85,9,6.5,3.7,Medium,Low,Limited,DayScholar,86,No,17,Fail
30,80,1,3.1,3.7,Low,High,Limited,DayScholar,49,No,15,Fail
50,97,1,7.5,9.1,Low,Medium,Unlimited,DayScholar,115,Yes,31,Fail
38,86,3,8.9,9.1,High,Low,Limited,Hosteller,55,Yes,13,Fail
36,62,10,9.0,8.6,Medium,Low,Limited,DayScholar,27,No,13,Fail
33,65,7,5.0,8.9,Low,Medium,Unlimited,Hosteller,65,Yes,8,Fail
35,81,1,2.6,5.7,Low,High,Limited,DayScholar,96,No,15,Fail
34,62,5,6.1,7.8,Low,Medium,Limited,DayScholar,24,Yes,21,Fail
31,92,0,0.4,5.5,High,Low,Limited,Hosteller,80,Yes,9,Fail
43,99,6,9.9,4.4,Medium,High,Limited,DayScholar,73,No,20,Fail
49,75,5,1.8,5.0,Medium,Medium,Unlimited,DayScholar,68,No,26,Fail
51,54,1,6.0,5.5,Medium,High,Unlimited,DayScholar,20,Yes,27,Fail
31,99,8,7.0,8.4,Medium,Medium,Limited,Hosteller,58,No,15,Fail
31,72,7,9.4,5.3,High,High,Limited,DayScholar,111,No,7,Fail
48,59,1,9.3,4.2,High,Low,Unlimited,DayScholar,4,No,32,Fail
33,78,6,2.1,6.8,Low,Medium,Limited,Hosteller,76,No,19,Fail
32,60,6,9.4,5.8,Low,High,Limited,Hosteller,48,Yes,10,Fail
33,87,3,0.4,9.9,Medium,High,Limited,Hosteller,28,No,10,Fail
36,77,4,6.8,3.3,Medium,Medium,Limited,Hosteller,61,Yes,15,Fail
52,55,2,4.6,7.7,Low,High,Limited,Hosteller,79,No,27,Fail
54,65,4,5.6,4.8,Low,Low,Limited,DayScholar,103,Yes,29,Fail
55,85,4,7.1,8.8,Medium,Low,Limited,Hosteller,115,No,32,Fail
32,53,10,3.7,8.1,Low,Low,Unlimited,Hosteller,45,No,10,Fail
37,86,0,2.7,6.2,Low,Low,Unlimited,Hosteller,120,Yes,27,Fail
42,90,6,4.6,9.3,Low,High,Unlimited,Hosteller,49,No,21,Fail
35,76,1,6.1,9.5,Low,High,Unlimited,DayScholar,107,Yes,10,Fail
39,83,1,9.0,3.9,High,Low,Unlimited,DayScholar,104,Yes,17,Fail
52,67,2,6.3,5.0,High,Low,Limited,Hosteller,29,No,31,Fail
44,84,10,5.7,6.0,Medium,Low,Limited,DayScholar,117,No,26,Fail
33,86,0,5.2,3.4,Medium,Low,Unlimited,DayScholar,86,Yes,12,Fail
44,84,4,2.8,4.5,Medium,Medium,Unlimited,DayScholar,88,Yes,22,Fail
42,80,10,6.8,9.0,Medium,Low,Unlimited,DayScholar,52,No,33,Fail
54,50,6,7.7,5.2,Low,Medium,Unlimited,Hosteller,30,No,30,Fail
30,94,3,5.0,8.6,Low,Low,Unlimited,Hosteller,86,Yes,18,Fail
30,61,7,9.1,3.4,Low,Medium,Limited,DayScholar,16,No,20,Fail
52,59,3,3.8,5.2,Low,Medium,Unlimited,DayScholar,117,No,29,Fail
54,98,9,9.3,3.1,Medium,Low,Unlimited,Hosteller,40,Yes,30,Fail
40,88,5,5.8,7.7,Medium,High,Limited,DayScholar,47,Yes,20,Fail
55,94,2,1.7,3.3,Medium,Medium,Limited,DayScholar,28,Yes,32,Fail
31,87,1,5.2,9.3,High,High,Limited,Hosteller,52,No,9,Fail
43,81,4,6.7,6.2,Medium,Medium,Limited,Hosteller,115,No,32,Fail
42,80,5,7.2,8.4,Medium,Medium,Limited,Hosteller,52,Yes,27,Fail
50,97,3,3.3,6.8,Medium,Low,Limited,DayScholar,31,Yes,30,Fail
54,82,6,3.7,8.4,Low,Medium,Limited,DayScholar,43,Yes,33,Fail
43,81,4,4.7,5.1,Low,Medium,Unlimited,DayScholar,11,Yes,22,Fail
44,82,0,2.7,6.8,Low,Medium,Unlimited,DayScholar,50,Yes,27,Fail
30,67,0,1.5,6.1,Low,Medium,Limited,DayScholar,21,No,7,Fail
45,54,6,7.1,8.0,Low,Low,Limited,DayScholar,61,No,20,Fail
38,83,5,8.7,3.6,Medium,Medium,Unlimited,DayScholar,3,No,23,Fail
42,74,3,6.2,8.8,Low,Low,Limited,Hosteller,38,Yes,26,Fail
41,72,0,2.5,7.4,Low,Low,Unlimited,Hosteller,6,No,21,Fail
40,80,7,9.8,9.7,Low,High,Unlimited,Hosteller,69,No,21,Fail
35,86,4,7.1,6.4,High,Low,Limited,Hosteller,107,No,18,Fail
32,76,10,8.3,7.3,Low,Medium,Limited,DayScholar,44,No,20,Fail
52,81,3,0.6,6.5,Low,High,Unlimited,DayScholar,1,No,33,Fail
40,84,3,4.1,6.1,Medium,High,Unlimited,DayScholar,30,No,16,Fail
38,97,1,2.9,8.2,Low,Medium,Limited,Hosteller,105,No,22,Fail
35,70,7,4.7,4.2,Medium,Medium,Unlimited,Hosteller,27,No,16,Fail
49,90,5,5.1,8.8,Low,Medium,Limited,Hosteller,98,Yes,31,Fail
50,69,2,5.4,6.5,Low,Low,Limited,DayScholar,95,Yes,26,Fail
41,91,6,7.7,4.0,Low,Low,Limited,DayScholar,13,No,32,Fail
47,57,3,9.7,8.1,Low,High,Unlimited,Hosteller,57,No,25,Fail
37,70,4,1.7,7.5,Low,Low,Unlimited,DayScholar,43,No,14,Fail
36,100,2,7.8,5.6,Low,Low,Unlimited,Hosteller,98,No,31,Fail
32,56,2,6.0,6.3,Medium,Medium,Limited,Hosteller,91,No,7,Fail
49,93,1,8.0,8.5,Medium,High,Unlimited,DayScholar,99,No,32,Fail
41,99,3,2.3,5.5,Low,Medium,Unlimited,DayScholar,30,No,24,Fail
45,66,5,7.9,8.9,Medium,Medium,Unlimited,Hosteller,28,Yes,27,Fail
40,60,4,7.5,9.6,Low,Low,Limited,Hosteller,26,Yes,22,Fail
39,100,10,7.6,7.7,Medium,Medium,Unlimited,DayScholar,120,No,15,Fail
49,99,6,5.9,4.8,Medium,High,Unlimited,Hosteller,59,No,28,Fail
35,76,5,9.6,3.1,Medium,High,Unlimited,DayScholar,1,No,29,Fail
50,86,1,7.9,9.8,Medium,Low,Limited,DayScholar,76,Yes,26,Fail
41,70,3,6.8,5.5,Low,Medium,Unlimited,DayScholar,1,Yes,23,Fail
50,77,7,9.7,7.9,Low,Low,Unlimited,DayScholar,63,No,33,Fail
32,98,3,6.4,7.3,Medium,Medium,Unlimited,Hosteller,69,No,19,Fail
56,97,10,9.2,5.4,Low,Low,Unlimited,Hosteller,102,Yes,33,Fail
40,100,3,1.5,8.6,Medium,Low,Unlimited,Hosteller,4,Yes,20,Fail
30,75,5,1.6,8.4,Medium,Low,Unlimited,DayScholar,118,Yes,13,Fail
33,80,2,8.6,9.6,High,Low,Unlimited,DayScholar,48,No,25,Fail
35,83,2,4.1,7.1,Low,Low,Limited,Hosteller,67,Yes,14,Fail
35,72,4,8.1,8.0,Low,Medium,Limited,Hosteller,35,No,21,Fail
30,83,1,1.7,3.2,Medium,High,Unlimited,DayScholar,14,No,12,Fail
38,62,8,8.1,5.3,Medium,High,Limited,DayScholar,7,No,13,Fail
31,72,6,5.3,6.0,Low,Medium,Limited,Hosteller,42,No,17,Fail
48,77,2,7.2,4.8,Low,High,Unlimited,DayScholar,31,No,32,Fail
38,68,3,3.8,3.5,Medium,Low,Limited,DayScholar,59,Yes,14,Fail
39,67,3,8.1,7.7,Medium,Medium,Unlimited,DayScholar,103,No,28,Fail
50,98,4,10.0,6.7,Medium,High,Limited,Hosteller,85,No,33,Fail
38,91,8,8.9,4.1,Low,Medium,Unlimited,Hosteller,29,Yes,26,Fail
34,93,7,8.1,9.8,Low,Medium,Unlimited,DayScholar,83,Yes,18,Fail
37,86,0,4.7,4.1,Low,High,Unlimited,Hosteller,24,Yes,23,Fail
42,70,1,9.7,3.6,Low,Low,Unlimited,Hosteller,74,No,21,Fail
49,69,1,9.6,7.4,Medium,Low,Limited,Hosteller,107,Yes,34,Fail
31,54,4,9.6,4.7,Medium,Low,Unlimited,Hosteller,61,No,22,Fail
36,92,0,8.7,5.1,Low,Low,Limited,DayScholar,98,Yes,27,Fail
57,93,6,3.8,7.5,Medium,Low,Limited,DayScholar,112,Yes,34,Fail
53,53,1,9.2,7.1,Low,Medium,Limited,Hosteller,91,No,31,Fail
31,99,3,9.2,7.2,High,Low,Limited,Hosteller,111,Yes,12,Fail
44,98,10,9.7,4.3,Low,Medium,Limited,Hosteller,78,No,25,Fail
34,64,9,9.6,5.6,Low,Low,Unlimited,Hosteller,15,Yes,19,Fail
45,87,1,0.0,6.5,Low,High,Unlimited,DayScholar,75,No,26,Fail
31,77,0,8.5,3.1,Low,Low,Unlimited,Hosteller,32,Yes,27,Fail
39,84,2,1.4,7.2,Low,Low,Unlimited,Hosteller,17,No,28,Fail
42,99,2,2.0,8.8,Low,Medium,Unlimited,Hosteller,67,Yes,23,Fail
33,90,0,6.1,3.8,Low,Medium,Unlimited,Hosteller,88,Yes,13,Fail
36,89,2,9.2,3.4,Medium,Medium,Unlimited,Hosteller,90,No,27,Fail
36,88,8,8.9,4.4,High,High,Limited,DayScholar,32,No,12,Fail
30,96,3,3.5,5.9,Low,Medium,Unlimited,Hosteller,79,Yes,6,Fail
32,79,2,7.4,7.3,Medium,Low,Unlimited,DayScholar,65,No,20,Fail
53,62,8,9.2,8.6,Medium,Medium,Limited,DayScholar,64,No,29,Fail
33,94,3,9.7,6.5,Low,Medium,Unlimited,DayScholar,113,Yes,33,Fail
37,85,1,0.3,7.6,Low,Low,Limited,DayScholar,115,Yes,12,Fail
50,92,5,9.4,7.2,Medium,High,Unlimited,Hosteller,46,Yes,27,Fail
36,61,4,9.1,6.6,Medium,Medium,Unlimited,DayScholar,77,Yes,20,Fail
46,86,3,1.6,5.5,Low,High,Unlimited,DayScholar,52,Yes,22,Fail
31,77,3,5.0,4.6,Low,Low,Limited,DayScholar,102,No,22,Fail
30,79,0,4.0,4.6,High,Low,Unlimited,DayScholar,3,No,20,Fail
58,65,9,9.8,4.7,Low,Low,Unlimited,Hosteller,23,No,33,Fail
37,67,6,8.5,6.7,Low,Medium,Limited,Hosteller,87,Yes,13,Fail
30,78,6,3.2,6.4,Medium,Low,Limited,DayScholar,96,No,9,Fail
55,85,9,9.5,5.5,Low,Medium,Unlimited,Hosteller,105,Yes,32,Fail
45,63,3,8.0,5.5,Medium,Medium,Limited,Hosteller,40,Yes,27,Fail
43,89,3,7.2,6.5,High,Medium,Limited,Hosteller,66,Yes,20,Fail
56,77,5,5.1,6.0,Low,High,Limited,Hosteller,91,No,32,Fail
42,89,5,2.3,4.5,Low,High,Limited,DayScholar,92,Yes,18,Fail
37,62,10,8.0,7.1,Medium,Medium,Unlimited,DayScholar,115,No,12,Fail
54,87,1,6.7,4.6,Medium,Medium,Limited,DayScholar,87,No,33,Fail
50,72,4,7.4,7.5,Medium,Low,Unlimited,DayScholar,34,No,30,Fail
30,62,0,8.3,7.3,High,Medium,Limited,Hosteller,65,Yes,9,Fail
37,53,3,5.3,7.0,Low,High,Unlimited,DayScholar,116,Yes,14,Fail
41,81,4,5.9,8.5,High,Low,Limited,Hosteller,0,Yes,20,Fail
40,100,9,2.2,3.4,Low,Medium,Unlimited,DayScholar,22,No,15,Fail
37,96,1,3.8,7.1,Low,High,Unlimited,DayScholar,100,Yes,13,Fail
44,55,0,8.1,5.4,High,Medium,Limited,DayScholar,113,No,32,Fail
37,76,10,7.4,7.0,Low,Low,Limited,Hosteller,75,No,20,Fail
58,97,1,3.8,3.1,Medium,Medium,Unlimited,Hosteller,101,No,34,Fail
35,65,8,8.7,8.7,Medium,Low,Limited,DayScholar,18,Yes,10,Fail
34,84,5,1.5,7.8,Low,Medium,Limited,Hosteller,70,No,17,Fail
36,52,6,6.9,7.7,Low,Medium,Unlimited,Hosteller,86,No,17,Fail
30,65,10,8.1,7.5,Low,Low,Limited,DayScholar,42,No,16,Fail
37,55,2,5.9,8.2,Medium,High,Unlimited,Hosteller,106,No,14,Fail
34,50,1,8.5,9.1,Low,Medium,Unlimited,DayScholar,59,No,26,Fail
48,93,7,2.0,6.3,Low,Low,Limited,DayScholar,85,Yes,27,Fail
